title,description,brand,price,currency
38.75 in. x 32.75 in. x 3.125 in. Frameless Ice Pattern Glass Block Window with Dryer Vent,"Clearly Secure individual glass blocks combine the qualities of beauty, performance and practicality in a material that permits the flow of light. Glass blocks are a special building material made of glass and laid similarly to brick or concrete blocks. Used in partitions, shower walls, curtain walls and room dividers, glass block permits light from one space to travel to another, helping to save on illumination costs. Glass block's properties lend style and privacy while also helping to muffle sound. Additionally, individual glass block may be combined with other Clearly Secure glass blocks and Clearly Secure hopper and dryer vents to build enhanced privacy and security windows for basements, bathrooms, kitchens, garages, transoms, door sidelights, offices and much more.",Clearly Secure,255.96,USD
25.6 in. W x 15.7 in. D x 11.8 in. H Vanity in Glossy White with Solid Surface Resin Top in White with White Basin,"If you are looking for a high-end basin design which is durable and long-lasting, then the Streamline K-1206-SLSWS-26 Solid Surface Resin Wall Hung Vanity is for you. This Streamline wall hung vanity is crafted from sturdy solid surface resin in order to ensure peace of mind and guarantee durability against scratches and stains. Even more exciting, the basin's elegant and stylish aesthetic makes it an ideal choice if you are looking to give your bathroom a fresher, renovated look. This wall hung vanity is a must buy if you are looking for a durable, yet elegant addition to your bathroom.",Streamline,499,USD
Hartford Rectangular Bronze/Gold Standard Lawn 2-Line Address Plaque,"Add Flair to your Entryway. Few entryways can say as much about you as a person as our nostalgic address sign. These signs are made of recycled aluminum and finished to withstand the harshest elements. Ideal for any size home, cabin, or business and offered in a wide choice of colors. Add the finishing touch to any building.",Whitehall Products,108.99,USD
"1 in. P X 10-1/2 in. C X 28 in. OD X 1 in. ID Cosmo Architectural Grade PVC Contemporary Ceiling Medallion, Two Piece","Increase the value of your home and create a timeless focal point with a low-cost easily installed ceiling medallion. Completely change the appearance of a drab or older style ceiling with a decorative PVC ceiling medallion. Make a big difference, by adding the finishing touch to your light fixture with a coordinating ceiling medallion. With limitless designs, our medallions add dimension, texture and character that matches every decor style.",Ekena Millwork,89.71,USD
5 gal. #HDGWN33U Traditional Tan Flat Exterior Paint,"Glidden Essentials exterior paint is a budget-friendly solution for use on a variety of exterior surfaces. It offers good coverage, can be tinted and is 100% acrylic - all backed by a 15-years warranty. For more than 140-years, painters have trusted Glidden and Glidden paints to help them achieve smart, beautiful results and Glidden Essentials paint delivers on this tradition with a quality finish at an exceptional value.",Glidden Essentials,85,USD
6 in. W x 10 in. L to 8 in. Diameter 45 Degree Register Vent Boot with Adjustable Hangers,"The SPEEDI-BOOT 6 in. W x 10 in. L x 8 in. D 45° Register Vent Boot with Adjustable Hangers is designed for remodeling, new construction, do-it-yourself and professional HVAC projects. This register vent boot has a galvanized steel frame for durability and telescoping hanger arms for easy installation. The register vent boot has a dust and debris cover to help prevent contaminants from entering the HVAC system and a maximum temperature rating of 600°F to suit your needs.",SPEEDI- BOOT,32.37,USD
8-Piece Rattan Furniture Set Patio Conversation Set with Red Cushions,"Our 8-piece rattan sets brighten up your living space while providing a comfortable seat. Crafted with premium rattan, each piece creates a cool and textured appearance, which perfectly matches your outdoor or indoor space. In addition, rattan features the advantage of weather resistance to creating excellent user experience. The tempered glass coffee table comes with 4 suckers, which provide superior durability while bringing convenience. The high resilience foam seat adds softness dedicated to supporting and relaxing your hips. This outdoor furniture set includes 2 loveseats, 4 single chairs and 2 coffee tables that can be freely combined based on your favorite.",Costway,745.95,USD
Heavy Duty Fixed Height Table with Casters 24 in. x 54 in. x 30 in. Grey Frame Black Top,NPS Steel Heavy Duty Tables are built to last and made for the toughest environments. 16-Gauge steel frame apron and 14-Gauge legs make this table virtually indestructible. The 11-Gauge steel tabletop support tabs and corner brackets fuse as one with 4 heavy-duty tamper-free Loctite hex screws. The steel legs feature a supreme dual connection. The (12-Gauge) leg-base is fastened to the tabletop with 4 heavy-duty screws which gets inserted into the frame using a strong welded hangar bolt. Legs connect to the frame corner brackets with industrial-grade nylon-insert lock nuts. All legs come with a caster/gusset kit. The High Pressure Laminate table top provides the ideal surface for your industrial-grade table needs.,National Public Seating,541.76,USD
Brown Vanity Dressing Table Set with 10-Dimmable Bulbs Touch Switch Cushion Stool,"This dressing table has a simple and classic design with 5 large drawers, a detachable slot and a spacious table top to be easy to organize jewelry, cosmetics, perfume, etc. The countertop is made of high-quality MDF material, with its a smooth surface easy to clean. In addition, the mirror is combined with 10 LED lights to light up your beauty. With 360 swivel design, the mirror can be positioned to your desired angle. The stool will provide you with superior comfort and reliable support.",Costway,221.99,USD
Easy-View Keyboard,"Easy-View USB Keyboard Quiet, Comfortable and Responsive The Digital Innovations Easy-View Keyboard features a plug and play USB connection and large-print keys. Comfortable to type on, feature-packed and easy to see, it will help reduce fatigue and eye strain over the course of a long workday. Oversized printing on keys help reduce eye strain Easy-touch keys are quiet, comfortable and responsive Dual fold-out feet enable you to adjust the keyboards typing angle Spill resistant design provides protection in case of spills by allowing liquids to drain out of the keyboard Easy, plug and play setup with no software to install107 feature-packed keys include Power On, Wake Up, Sleep and a 10-key numeric keypad Great for children and the visually challenged.",Unbranded,11.99,USD
1 qt. #770A-1 Quartz White Eggshell Enamel Interior Stain-Blocking Paint and Primer,"Introducing the best of BEHR Paint. Featuring our most advanced stain repellency and unmatched scuff resistance to keep the surfaces of your projects looking newer longer, and fast-drying technology that will get you back to using your spaces quicker. All with one-coat hide guaranteed in over 1,000 colors. Our most durable, most stain repellent, most scuff resistant, one-coat hide paint ever.  Darker colors may require additional dry time between coats.  Cooler temperatures or higher humidity may prolong drying time.  Valid only when tinted to colors from the one coat hide color collection",BEHR DYNASTY,23.98,USD
9 in. 6 Teeth per in. Wood Cutting Xtreme Bi-Metal Demolition Reciprocating Saw Blade (10-Pack),"The BLU-MOL Xtreme Bi-Metal Demolition Reciprocating Saw Blades are wider and thicker and have been engineered for heavy-duty applications. They are designed for tough, heavy duty cutting jobs and are built to last. There's no other saw blade like it.",BLU-MOL,57.05,USD
Alyx Antique White Accent Table,"With a shapely robust turned base and traditional round top, the Alyx side table will ""wow"" your company. This table will cast an elegant feel and mix with almost any style. It is offered in white for the shabby chic enthusiast and espresso for traditional to modern enthusiast.",Venetian Worldwide,193.18,USD
5 gal. #S510-3 Ombre Blue Eggshell Interior Paint,"BEHR PRO i300 Eggshell Interior Paint has a soft, velvety luster appearance. This professional quality latex paint has superior hide and coverage, excellent sprayability, spray and back-roll, and superior touch-up. Use on properly prepared and primed drywall, concrete, masonry, wood and metal surfaces in both residential and commercial applications. Designed for use in indoor areas.",BEHR PRO,105,USD
1.781 in. D Wheel Bearing Protector in Chrome,"The Bearing Buddy prevents wheel bearing failure on boat, snowmobile, ATV, RV and utility trailers. It eliminates bearing repacking and keeps water and dirt out of hubs and bearings. Features stainless steel components, chrome plated steel barrel and is easy to install. You can choose to purchase your set with the Bearing Buddy bra which is a vinyl cover that fits over the Bearing Buddy to contain excess grease and keep it off tires and wheels. Properly installed and maintained, Bearing Buddy prevents wheel bearing failure and eliminates bearing repacking. Trailer wheels can be completely submerged. The automatic pressure relief feature allows excess grease to escape if the hub is overfilled. Measure the inside diameter of the hub or the outside diameter of the dust cap shoulder (the part that fits into the hub) with a caliper or micrometer. The measurement needs to be in thousandths of inches.",Bearing Buddy,16.49,USD
